x,y
0.47139303482587064,0.5722964763061968
0.4925373134328358,0.574726609963548
0.5124378109452736,0.5917375455650061
0.5385572139303483,0.6051032806804374
0.5609452736318408,0.6184690157958688
0.585820895522388,0.6366950182260024
0.6069651741293532,0.6561360874848117
0.6268656716417911,0.6731470230862697
0.6455223880597015,0.6865127582017011
0.677860696517413,0.6816524908869988
0.7176616915422885,0.6670716889428918
0.7425373134328358,0.6597812879708383
0.7661691542288557,0.6524908869987849
0.7898009950248757,0.6561360874848117
0.8134328358208955,0.660996354799514
0.8370646766169154,0.6585662211421628
0.8532338308457711,0.6452004860267315
0.8843283582089553,0.6452004860267315
0.904228855721393,0.6549210206561361
0.9378109452736318,0.6658566221142163
0.9614427860696517,0.6913730255164034
0.9751243781094527,0.7120291616038882
0.972636815920398,0.7351154313487241
0.9813432835820896,0.7654921020656136
0.9912935323383084,0.7764277035236938
0.9850746268656716,0.8116646415552855
0.9651741293532339,0.8226002430133658
0.9527363184079602,0.8396111786148238
0.9378109452736318,0.8566221142162819
0.917910447761194,0.8712029161603888
0.8942786069651741,0.8784933171324423
0.8805970149253731,0.8845686512758202
0.8507462686567164,0.8797083839611178
0.8271144278606966,0.8797083839611178
0.8022388059701493,0.8942891859052248
0.7748756218905473,0.9234507897934386
0.746268656716418,0.9380315917375456
0.7201492537313433,0.9586877278250304
0.6865671641791045,0.968408262454435
0.667910447761194,0.982989064398542
0.6368159203980099,0.9842041312272175
0.6181592039800995,0.9744835965978129
0.6019900497512438,0.9538274605103281
0.6032338308457711,0.9331713244228432
0.5883084577114428,0.9149453219927096
0.568407960199005,0.9185905224787363
0.5385572139303483,0.9234507897934386
0.5161691542288557,0.928311057108141
0.4962686567164179,0.9198055893074119
0.4900497512437811,0.8857837181044957
0.4925373134328358,0.8614823815309842
0.5024875621890548,0.8420413122721749
0.527363184079602,0.8371810449574727
0.5435323383084577,0.8456865127582017
0.5559701492537313,0.8456865127582017
0.5609452736318408,0.8250303766707169
0.5497512437810945,0.8165249088699879
0.5286069651741293,0.8201701093560145
0.5124378109452736,0.8140947752126367
0.5024875621890548,0.7849331713244229
0.4900497512437811,0.7752126366950183
0.48009950248756217,0.8007290400972054
0.4651741293532338,0.795868772782503
0.4639303482587065,0.7825030376670717
0.4564676616915423,0.7606318347509113
0.44029850746268656,0.7569866342648846
0.417910447761194,0.7436208991494532
0.40422885572139305,0.7496962332928311
0.3917910447761194,0.732685297691373
0.36069651741293535,0.732685297691373
0.3407960199004975,0.7290400972053463
0.32338308457711445,0.7095990279465371
0.31840796019900497,0.6865127582017011
0.3072139303482587,0.6670716889428918
0.2947761194029851,0.6488456865127582
0.2736318407960199,0.6366950182260024
0.2562189054726368,0.6160388821385177
0.236318407960199,0.5978128797083839
0.22014925373134328,0.5771567436208992
0.21019900497512436,0.5528554070473876
0.20771144278606965,0.5236938031591738
0.208955223880597,0.5018226002430134
0.1865671641791045,0.488456865127582
0.1927860696517413,0.4617253948967193
0.1890547263681592,0.4362089914945322
0.17661691542288557,0.4082624544349939
0.16293532338308458,0.38760631834750914
0.13308457711442787,0.3827460510328068
0.10696517412935323,0.37424058323207776
0.0845771144278607,0.36573511543134873
0.048507462686567165,0.34143377885783716
0.02736318407960199,0.32806804374240583
0.03109452736318408,0.30619684082624543
0.046019900497512436,0.29526123936816523
0.07213930348258707,0.30133657351154314
0.09369817578772802,0.2960712839206156
0.12023217247097845,0.28635074929121096
0.14096185737976782,0.2701498582422034
0.15671641791044777,0.2523288780882948
0.1890547263681592,0.2377480761441879
0.2230514096185738,0.22964763061968407
0.2404643449419569,0.21668691778047797
0.24875621890547264,0.1948157148643176
0.2504145936981758,0.16484406642365326
0.24709784411276947,0.1308221952207371
0.24129353233830847,0.10247063588497372
0.24212271973466,0.058728230052652944
0.2404643449419569,0.02551640340218712
0.2777777777777778,0.011745646010530533
0.3217247097844113,0.00931551235317938
0.3540630182421227,0.02632644795463746
0.38142620232172475,0.03523693803159174
0.42039800995024873,0.048197650870797845
0.46102819237147596,0.06034831915755362
0.4908789386401327,0.07492912110166054
0.5140961857379768,0.09356014580801944
0.5232172470978441,0.1194815714864318
0.5165837479270314,0.14297286350749286
0.48009950248756217,0.1510733090319968
0.45107794361525705,0.1543134872417983
0.4361525704809287,0.1672742000810044
0.3996683250414593,0.16889428918590524
0.3855721393034826,0.17618469015795868
0.37479270315091207,0.20696638315107335
0.36484245439469315,0.24989874443094365
0.36318407960199006,0.2790603483191575
0.3706467661691542,0.29202106115836374
0.39054726368159204,0.3017415957877684
0.4154228855721393,0.31389226407452414
0.4361525704809287,0.33333333333333337
0.4320066334991708,0.3543944916970433
0.4228855721393035,0.38112596192790604
0.42371475953565507,0.41190765492102066
0.42868988391376456,0.43377885783718106
0.4262023217247098,0.45727014985824216
0.4245439469320066,0.48724179829890646
0.44029850746268656,0.5147833130822196
0.4419568822553897,0.5390846496557311
0.44029850746268656,0.5674362089914945
0.4519071310116086,0.5779667881733496
