x,y,region,boundary_flag
0.0246499751885899,0.3122048657044963,1.0,1.0
0.0306076755162635,0.3062471653768228,1.0,1.0
0.0376485940853322,0.2997478559284517,1.0,1.0
0.0436062944130057,0.2932485464800806,1.0,1.0
0.0490223856199815,0.2851244096696168,1.0,1.0
0.0560633041890503,0.2802499275833384,1.0,1.0
0.0647290501202118,0.27537544549706,1.0,1.0
0.0706867504478853,0.2667096995658986,1.0,1.0
0.0718628379877553,0.2638206996805726,1.0,1.0
0.0753933270708211,0.2613600557741934,1.0,1.0
0.077319048388857,0.2585784583148082,1.0,1.0
0.080742552138027,0.2529082788783692,1.0,1.0
0.0837381186327495,0.2490568362422975,1.0,1.0
0.0854498709154481,0.2452053936062257,1.0,1.0
0.0878035303041586,0.2426377651821779,1.0,1.0
0.0880174993394959,0.2388933070637748,1.0,1.0
0.0916549729402304,0.2375025083340821,1.0,1.0
0.0962553071999828,0.2355767870160463,1.0,1.0
0.1008556414597352,0.2351488489453717,1.0,1.0
0.1063118518608368,0.2362186941220582,1.0,1.0
0.1080236041435354,0.2326882050389924,1.0,1.0
0.1109121861205892,0.2294786695089326,1.0,1.0
0.1139077526153117,0.2320462979329805,1.0,1.0
0.1166893500746969,0.2346139263570283,1.0,1.0
0.1158334739333476,0.240391090311136,1.0,1.0
0.1152985513450043,0.2468101613712556,1.0,1.0
0.1178661797690522,0.2518384337016827,1.0,1.0
0.1189360249457388,0.256759721514441,1.0,1.0
0.1191499939810761,0.2623229164332114,1.0,1.0
0.1226804830641419,0.2649975293749279,1.0,1.0
0.1215036533697866,0.2709886623643728,1.0,1.0
0.1250341424528524,0.2764448727654745,1.0,1.0
0.1246062043821778,0.2808312379898896,1.0,1.0
0.114442675203655,0.2773007489068238,1.0,1.0
0.1126239384032878,0.2798683773308716,1.0,1.0
0.1175452262160462,0.2815801296135702,1.0,1.0
0.1235363592054911,0.2842547425552867,1.0,1.0
0.1236433437231598,0.2877852316383525,1.0,1.0
0.1259970031118703,0.2898179374740571,1.0,1.0
0.1280297089475749,0.291101751686081,1.0,1.0
0.1286716160535868,0.2927065194511109,1.0,1.0
0.1280297089475749,0.2957020859458333,1.0,1.0
