x,y,region
0.45947426067908,0.24041621029572835,1
0.45728368017524645,0.23822562979189482,1
0.45673603504928806,0.23822562979189482,1
0.45618838992332966,0.23767798466593645,1
0.45454545454545453,0.23767798466593645,1
0.4539978094194962,0.23822562979189482,1
0.45125958378970427,0.23822562979189482,1
0.45071193866374587,0.23767798466593645,1
0.45016429353778753,0.23767798466593645,1
0.44961664841182913,0.23713033953997806,1
0.4485213581599124,0.23713033953997806,1
0.447973713033954,0.2365826944140197,1
0.4474260679079956,0.2365826944140197,1
0.44687842278203727,0.2360350492880613,1
0.44633077765607887,0.2360350492880613,1
0.4457831325301205,0.23548740416210295,1
0.4452354874041621,0.23548740416210295,1
0.44468784227820374,0.23493975903614459,1
0.44359255202628695,0.23493975903614459,1
0.4430449069003286,0.2343921139101862,1
0.4424972617743702,0.2343921139101862,1
0.4419496166484118,0.23384446878422782,1
0.4414019715224535,0.23384446878422782,1
0.4408543263964951,0.23329682365826943,1
0.4403066812705367,0.23329682365826943,1
0.4397590361445783,0.23274917853231106,1
0.43866374589266155,0.23274917853231106,1
0.43811610076670315,0.2322015334063527,1
0.4375684556407448,0.2322015334063527,1
0.4370208105147864,0.2316538882803943,1
0.436473165388828,0.2316538882803943,1
0.43428258488499455,0.22946330777656077,1
0.43428258488499455,0.2289156626506024,1
0.43099671412924423,0.2256297918948521,1
0.43099671412924423,0.22398685651697697,1
0.4304490690032859,0.22343921139101858,1
0.4304490690032859,0.2217962760131435,1
0.4299014238773275,0.2212486308871851,1
0.4299014238773275,0.21960569550930997,1
0.4293537787513691,0.21905805038335158,1
0.4293537787513691,0.21741511500547644,1
0.42880613362541076,0.21686746987951808,1
0.42880613362541076,0.21631982475355968,1
0.42771084337349397,0.21522453450164292,1
0.42716319824753557,0.21522453450164292,1
0.42661555312157723,0.21467688937568455,1
0.42552026286966044,0.21467688937568455,1
0.4249726177437021,0.21412924424972618,1
0.42332968236582696,0.21412924424972618,1
0.42278203723986857,0.21358159912376778,1
0.4184008762322015,0.21358159912376778,1
0.4178532311062432,0.2130339539978094,1
0.4140197152245345,0.2130339539978094,1
0.4134720700985761,0.21248630887185102,1
0.4090909090909091,0.21248630887185102,1
0.4085432639649507,0.21193866374589265,1
0.40306681270536693,0.21193866374589265,1
0.40251916757940853,0.21248630887185102,1
0.4019715224534502,0.21248630887185102,1
0.4014238773274918,0.2130339539978094,1
0.4008762322015334,0.2130339539978094,1
0.39978094194961666,0.21412924424972618,1
0.39923329682365827,0.21412924424972618,1
0.39813800657174153,0.21522453450164292,1
0.39813800657174153,0.21577217962760128,1
0.39759036144578314,0.21631982475355968,1
0.39704271631982474,0.21631982475355968,1
0.395947426067908,0.21741511500547644,1
0.3953997809419496,0.21741511500547644,1
0.3948521358159912,0.2179627601314348,1
0.3893756845564075,0.2179627601314348,1
0.3888280394304491,0.21851040525739318,1
0.3828039430449069,0.21851040525739318,1
0.3822562979189485,0.2179627601314348,1
0.38116100766703176,0.2179627601314348,1
0.38061336254107336,0.21741511500547644,1
0.3795180722891566,0.21741511500547644,1
0.37897042716319823,0.21686746987951808,1
0.3778751369112815,0.21686746987951808,1
0.3773274917853231,0.21631982475355968,1
0.37623220153340636,0.21631982475355968,1
0.37568455640744797,0.21577217962760128,1
0.37513691128148957,0.21577217962760128,1
0.37458926615553123,0.21522453450164292,1
0.37349397590361444,0.21522453450164292,1
0.3729463307776561,0.21467688937568455,1
0.3718510405257393,0.21467688937568455,1
0.37130339539978097,0.21412924424972618,1
0.3702081051478642,0.21412924424972618,1
0.3696604600219058,0.21358159912376778,1
0.36856516976998904,0.21358159912376778,1
0.36801752464403065,0.2130339539978094,1
0.3669222343921139,0.2130339539978094,1
0.3658269441401972,0.21193866374589265,1
0.3652792990142388,0.21193866374589265,1
