x,y,flag
0.047544249570944,0.1582801410353581,1
0.0439335220996267,0.1582801410353581,1
0.0403227946283094,0.1568358500468312,1
0.0376749278160101,0.1529844074107594,1
0.038637788475028,0.1484108192804242,1
0.0376749278160101,0.1435965159853345,1
0.0393599339692915,0.1416707946672986,1
0.0420078007815908,0.1387822126902447,1
0.0468221040766805,0.1358936307131909,1
0.0521178377012791,0.1334864790656461,1
0.0564507106668599,0.1310793274181012,1
0.0607835836324407,0.1291536061000653,1
0.064394311103758,0.1272278847820294,1
0.0682457537398297,0.1216914359926763,1
0.0730600570349194,0.117117847862341,1
0.0805222271423085,0.1142292658852872,1
0.0872622517554341,0.1115813990729879,1
0.0925579853800328,0.1098963929197064,1
0.1017533089894549,0.1060449502836347,1
0.1075304729435625,0.1031563683065809,1
0.1130669217329157,0.100749216659036,1
0.1195662311812868,0.0973792043524732,1
0.1279912619476938,0.0930463313868924,1
0.1347312865608194,0.0906391797393476,1
0.1429156021624719,0.0877505977622938,1
0.1479706206223161,0.083417724796713,1
0.1510999177641244,0.0790848518311323,1
0.1547106452354417,0.0752334091950606,1
0.1573585120477411,0.0716226817237433,1
0.1633763911666032,0.0716226817237433,1
0.1681906944616929,0.0641605116163542,1
0.1739197147400708,0.0593462083212645,1
0.1813818848474599,0.0569390566737196,1
0.1888440549548489,0.0550133353556837,1
0.1926954975909207,0.051161892719612,1
0.1972690857212559,0.0458661590950133,1
0.2035276800048726,0.0403297103056602,1
0.2085826984647167,0.0374411283286063,1
0.213637716924561,0.034793261516307,1
0.2184520202196506,0.0328675401982711,1
0.2235070386794948,0.0304603885507262,1
0.2273584813155666,0.0290160975621993,1
0.2340985059286922,0.0263682307499,1
0.2396349547180454,0.0239610791023551,1
0.2485414158139613,0.0222760729490737,1
0.2560035859213504,0.0239610791023551,1
0.2641879015230029,0.0222760729490737,1
0.2704464958066195,0.0201096364662833,1
0.2767050900902362,0.0205910667957923,1
0.2832043995386072,0.0232389336080916,1
0.2899444241517329,0.0246832245966186,1
0.2986101700828943,0.0242017942671096,1
0.3007766065656848,0.0287753823974449,1
0.3058797746699193,0.0311825340449897,1
0.3126197992830449,0.033830400857289,1
0.3183969632371525,0.0376818434933608,1
0.3229705513674877,0.0398482799761512,1
0.3294698608158589,0.0424961467884505,1
0.334524879275703,0.0449032984359953,1
0.3407834735593197,0.0463475894245223,1
0.344394201030637,0.0482733107425582,1
0.3525785166322895,0.0494768865663306,1
0.361244262563451,0.049717601731085,1
0.3684657175060855,0.0504397472253486,1
0.3749650269544566,0.050199032060594,1
0.3800200454143008,0.050199032060594,1
0.3877229306864444,0.0509211775548575,1
0.3913336581577616,0.050680462390103,1
0.3985551131003962,0.049717601731085,1
0.4048137073840128,0.0494768865663306,1
0.410831586502875,0.049717601731085,1
0.4165124585142458,0.0492361714015761,1
0.4268632105986885,0.0492361714015761,1
0.4376953930126405,0.0475511652482947,1
0.444916847955275,0.0473104500835402,1
0.453823309051191,0.0468290197540312,1
0.4648962066298974,0.0489954562368216,1
0.4766912497028672,0.051161892719612,1
0.4851162804692742,0.0526061837081389,1
0.4935413112356812,0.0535690443671569,1
0.5012441965078247,0.0552540505204382,1
0.5091877969447227,0.0552540505204382,1
0.5190571186996566,0.0566983415089652,1
0.5267600039718001,0.0593462083212645,1
0.5335000285849257,0.0636790812868453,1
0.5383143318800155,0.0711412513942343,1
0.545054356493141,0.0733076878770247,1
0.5476059313627035,0.0778812760073599,1
0.5521795194930388,0.082936294467204,1
0.5572345379528829,0.0875098825975393,1
0.5651781383897809,0.0920834707278745,1
0.5726403084971701,0.0964163436934553,1
0.5801024786045591,0.0995456408352636,1
0.5870832183824392,0.1033970834713353,1
0.5955082491488461,0.1082113867664251,1
0.6012854131029538,0.1139885507205327,1
0.6029704192562352,0.1197657146746404,1
0.6092290135398519,0.1204878601689038,1
0.6138026016701871,0.1284314606058019,1
0.6229497779308575,0.1320421880771191,1
0.6255976447431568,0.1332457639008916,1
0.6255976447431568,0.142392940161562,1
0.6280529570541578,0.1472072434566517,1
0.6319043996902296,0.151780831586987,1
0.6357558423263014,0.1568358500468312,1
0.6412922911156546,0.1611687230124119,1
0.6477916005640256,0.1662237414722561,1
0.6552537706714147,0.1691123234493099,1
0.6644009469320852,0.1717601902616093,1
0.6725852625337376,0.1746487722386631,1
0.6793252871468632,0.176574493556699,1
0.6882317482427792,0.1797037906985073,1
0.6937681970321324,0.1804259361927707,1
0.6995453609862401,0.1801852210280163,1
0.7048410946108388,0.1797037906985073,1
0.7132661253772458,0.1768152087214534,1
0.7195247196608623,0.1722416205911182,1
0.7253018836149699,0.1703158992730824,1
0.7313197627338321,0.1700751841083279,1
0.7380597873469578,0.168630893119801,1
0.7457626726191012,0.1695937537788188,1
0.7515398365732089,0.1724823357558727,1
0.7529841275617358,0.1799445058632618,1
0.75803914602158,0.1864438153116329,1
0.7573170005273167,0.1958317067370578,1
0.7474476787723827,0.1987202887141117,1
0.7515398365732089,0.1946281309132854,1
0.7399855086649936,0.1984795735493572,1
0.7368562115231854,0.200405294867393,1
0.7349304902051494,0.2061824588215007,1
0.734208344710886,0.2095524711280635,1
0.7379635247883962,0.2100339014575724,1
0.7425371129187315,0.2095524711280635,1
0.7497585678613661,0.2081081801395366,1
0.7572207379687551,0.2059417436567462,1
0.7642014777466352,0.2042567375034648,1
0.7699786417007429,0.2035345920092014,1
0.7752743753253415,0.2025717313501834,1
0.7817736847737126,0.201368155526411,1
0.7873101335630658,0.1994424342083751,1
0.79236515202291,0.1966019908566459,1
0.7976608856475086,0.1934726937148376,1
0.8051230557548977,0.1888991055845023,1
0.8118630803680233,0.185769808442694,1
0.8210102566286936,0.1838440871246581,1
0.8277502812418194,0.1828812264656402,1
0.8376196029967533,0.1823997961361312,1
0.8438781972803698,0.1811962203123588,1
0.8539882342000583,0.1811962203123588,1
0.8626539801312197,0.1848069477836761,1
0.8643389862845011,0.1819183658066222,1
0.8720418715566448,0.1819183658066222,1
0.8814297629820697,0.1819183658066222,1
0.8893733634189677,0.1833626567951491,1
0.8970762486911112,0.1848069477836761,1
0.9047791339632548,0.1876955297607299,1
0.9105562979173624,0.1934726937148376,1
0.9139263102239252,0.1992498576689452,1
0.9134448798944164,0.2028605851402625,1
0.9204256196722964,0.2064713126115798,1
0.92331420164935,0.2040641609640349,1
0.9291876281620192,0.2059898822820708,1
0.9376126589284264,0.2093598945886336,1
0.9465191200243422,0.2124891917304419,1
0.952777714307959,0.2144149130484778,1
0.9595177389210844,0.2175442101902861,1
0.9660170483694556,0.2197106466730765,1
0.974682794300617,0.2298206835927649,1
0.9737199336415991,0.2454671693018064,1
0.9744420791358628,0.2541329152329679,1
0.9775713762776708,0.2608729398460935,1
0.9729977881473356,0.2649169590215952,1
0.9698684910055272,0.2752677111060381,1
0.967702054522737,0.2844148873667085,1
0.9650541877104376,0.293562063627379,1
0.9585548782620664,0.2966913607691873,1
0.9525369991432044,0.2983763669224687,1
0.9412233863997436,0.2986170820872232,1
0.9501298474956597,0.3055978218651032,1
0.9556662962850128,0.3027092398880494,1
0.9621656057333838,0.3024685247232949,1
0.9689056303465094,0.3043942460413308,1
0.9749235094653717,0.3053571067003487,1
0.9804599582547248,0.3046349612060853,1
0.9871999828678504,0.3068013976888757,1
0.9881628435268682,0.3171521497733185,1
0.9917735709981856,0.3176335801028275,1
0.9905699951744134,0.3259623248951583,1
0.9893664193506408,0.3314987736845114,1
0.9840706857260418,0.3341466404968108,1
0.9785342369366888,0.3319802040140204,1
0.974201363971108,0.3295730523664756,1
0.9698684910055272,0.3322209191787749,1
0.9664984786989644,0.3355909314853377,1
0.9708313516645454,0.3384795130032638,1
0.9708313516645454,0.3454602527811439,1
0.9703499213350364,0.352440992559024,1
0.9708313516645454,0.3548481442065688,1
0.9679427696874914,0.3548481442065688,1
0.9636098967219108,0.3553295745360778,1
0.960239884415348,0.352440992559024,1
0.9595177389210844,0.3490709802524611,1
0.9609620299096112,0.3457009679458983,1
0.9571105872735396,0.3449788224516349,1
0.9520555688136956,0.3447381072868804,1
0.9496484171661506,0.3420902404745811,1
0.9491669868366416,0.3394423736622817,1
0.9419455318940072,0.3375166523442459,1
0.9426676773882704,0.3423309556393356,1
0.9431491077177796,0.3490709802524611,1
0.9378533740931808,0.3481081195934432,1
0.9392976650817076,0.3536445683827964,1
0.9327983556333366,0.3565331503598502,1
0.9352055072808816,0.350996701570497,1
0.9376126589284264,0.3464231134401618,1
0.9356869376103903,0.3432938162983535,1
0.9327983556333366,0.3394423736622817,1
0.9327983556333366,0.3367945068499824,1
0.9313540646448096,0.3336652097081741,1
0.9308726343153008,0.3288509064130843,1
0.9289469129972648,0.3254808941065216,1
0.9262990461849656,0.3223515969647132,1
0.9236511793726662,0.3192222998229049,1
0.9207625973956124,0.3172965785048691,1
0.9164297244300316,0.3172965785048691,1
0.9142632879472412,0.3153708571868331,1
0.9101711301464148,0.3124822752097794,1
0.9034311055332894,0.3117601297155159,1
0.8990982325677086,0.3095936932327255,1
0.8952467899316368,0.3076679719146897,1
0.8894696259775292,0.3067051112556717,1
0.884414607517685,0.3067051112556717,1
0.8810445952111222,0.3067051112556717,1
0.875508146421769,0.3079086870794441,1
0.8704531279619248,0.3100751235622345,1
0.8680459763143799,0.3132044207040428,1
0.8646759640078171,0.3148894268573242,1
0.860102375877482,0.3134451358687973,1
0.858658084888955,0.3192222998229049,1
0.8610652365364999,0.3225923121294677,1
0.8637131033487992,0.3242773182827491,1
0.8678052611496255,0.3290916215778389,1
0.8682866914791344,0.3370352220147369,1
0.8682866914791344,0.343053101133599,1
0.8658795398315896,0.3488302650877067,1
0.8644352488430626,0.351478131900006,1
0.8629909578545358,0.3567738655246047,1
0.8617873820307633,0.3615881688196944,1
0.8603430910422364,0.3570145806893591,1
0.8605838062069909,0.351959562229515,1
0.8610652365364999,0.3476266892639342,1
0.858176654559446,0.3437752466278625,1
0.8528809209348475,0.3423309556393356,1
0.8499923389577935,0.3375166523442459,1
0.8480666176397578,0.334628070367192,1
0.8410858778618775,0.3387202281680183,1
0.8379565807200692,0.3401645191565452,1
0.833382992589734,0.3392016584975272,1
0.8288094044593989,0.336553791685228,1
0.826402252811854,0.3352057871299049,1
0.8242358163290635,0.3400200904249947,1
0.8208658040225009,0.3438715330610665,1
0.8172550765511836,0.3482044060266472,1
0.8138850642446206,0.3539815699807548,1
0.808589330620022,0.3563887216282997,1
0.801608590842142,0.3573515822873176,1
0.7955907117232798,0.3532594244864914,1
0.792220699416717,0.3491672666856651,1
0.7907764084281901,0.3450751088848389,1
0.7886099719453997,0.3412236662487671,1
0.7871656809568728,0.3364093629536774,1
0.7855519216341751,0.3393410735541527,1
0.7841076306456481,0.3364524915770988,1
0.7836262003161393,0.3322800953880211,1
0.7826633396571213,0.3287496063049553,1
0.7812190486685944,0.3261819778809074,1
0.7778490363620315,0.3234538726803566,1
0.7768861757030135,0.3268238849869194,1
0.7767256989265106,0.3317986650585121,1
0.7760837918204987,0.3350082005885719,1
0.771429965301912,0.3362920148005959,1
0.7690548619949871,0.3396620271071586,1
0.7669686639004482,0.3431925161902244,1
0.7639196051468914,0.3486487265913261,1
0.7600681625108197,0.350093017579853,1
0.7568586269807598,0.351055878238871,1
0.7549329056627239,0.3544258905454338,1
0.7517233701326641,0.3582773331815055,1
0.7485138346026042,0.3610054383820563,1
0.7465881132845684,0.3629311597000922,1
0.7433785777545087,0.3608449616055533,1
0.7419342867659817,0.3589192402875175,1
0.736799029917886,0.3610054383820563,1
0.7359966460353711,0.3525001692273979,1
0.7359966460353711,0.3460810981672783,1
0.7358361692588681,0.3401434574366676,1
0.736799029917886,0.3314777115055062,1
0.7390457047889278,0.333884863153051,1
0.7427366706484967,0.3367734451301048,1
0.7457857294020535,0.3390201200011467,1
0.7502790791441372,0.3406248877661766,1
0.753970045003706,0.3404644109896736,1
0.7581424411927837,0.3415556523352895,1
0.7626357909348674,0.3417161291117925,1
0.7669198731096756,0.3419481510498821,1
0.7674547956980188,0.3380967084138103,1
0.7683106718393682,0.3348871728837505,1
0.7687386099100427,0.331891606389028,1
0.7693805170160547,0.3284681018236309,1
0.7698084550867293,0.3248306282228964,1
0.7706643312280786,0.3210861701044933,1
0.7748367274171564,0.3174700930808017,1
0.7777253093942101,0.3141535730330733,1
0.7805069068535954,0.3120138826797001,1
0.7831815197953119,0.3092322852203149,1
0.7830745352776433,0.3044179819252252,1
0.7829675507599746,0.3005665392891534,1
0.7824326281716313,0.2967150966530816,1
0.7823256436539625,0.2951103288880517,1
0.779971984265252,0.2970360502060876,1
0.7783672165002222,0.2992827250771295,1
0.776227526146849,0.2993897095947982,1
0.7740878357934757,0.2993897095947982,1
0.7729110060991204,0.2998176476654728,1
0.7706643312280786,0.2999246321831415,1
0.7683106718393682,0.3001386012184788,1
0.7672408266626815,0.2986408179711176,1
0.7672408266626815,0.2947893753350458,1
0.7662779660036635,0.2938265146760279,1
0.7665989195566696,0.2901890410752934,1
0.7667059040743383,0.2869795055452336,1
0.7667059040743383,0.2854817222978723,1
0.764566213720965,0.285267753262535,1
0.7614636627085738,0.2863375984392216,1
0.7563284058604782,0.2879423662042515,1
0.7554725297191289,0.2907239636636367,1
0.7553655452014603,0.2937195301583592,1
0.7560074523074721,0.2972500192414249,1
0.7561144368251409,0.3005665392891534,1
0.754188715507105,0.3039900438545506,1
0.7531188703304184,0.3065576722785984,1
0.7508721954593766,0.3084833935966343,1
0.7487325051060033,0.309810000962744,1
0.7462718611996241,0.3107728616217619,1
0.742848356634227,0.3123776293867918,1
0.741564542422203,0.3125915984221292,1
0.7379270688214686,0.314517319740165,1
0.7363223010564387,0.3153731958815143,1
0.7312940287260117,0.3106658771040933,1
0.7281914777136206,0.3146243042578337,1
0.726479725430922,0.3175128862348875,1
0.7247679731482234,0.3195455920705921,1
0.7223073292418442,0.3199735301412667,1
0.7197397008177963,0.3212573443532907,1
0.7155673046287186,0.3210433753179533,1
0.7189908091941157,0.3251729799853995,1
0.7182419175704351,0.3292383916568085,1
0.7171720723937486,0.3335177723635549,1
0.7150323820403753,0.3366203233759461,1
0.7139625368636887,0.3381181066233074,1
0.7118228465103155,0.3406857350473552,1
0.7098971251922795,0.3426114563653911,1
0.7080783883919124,0.344216224130421,1
0.7071155277328944,0.3469978215898062,1
0.7067945741798884,0.349565450013854,1
0.7060456825562078,0.3523470474732392,1
0.7032640850968227,0.3526680010262452,1
0.7008034411904435,0.3517051403672272,1
0.6972729521073776,0.3506352951905406,1
0.6944913546479925,0.3493514809785167,1
0.6916027726709387,0.3479606822488241,1
0.6891421287645595,0.3469978215898062,1
0.6893560977998968,0.3441092396127523,1
0.6909608655649268,0.3405787488972324,1
0.692137695259282,0.3371552443318352,1
0.6925656333299567,0.3346946004254561,1
0.6936354785066432,0.3318060184484022,1
0.6947053236833299,0.3282755293653365,1
0.6948123082009985,0.324638055764602,1
0.6951332617540045,0.3211075666815362,1
0.6957751688600164,0.3170421550101271,1
0.6954542153070105,0.3151164336920912,1
0.692137695259282,0.3151164336920912,1
0.6903617418182755,0.3131907123740554,1
0.6882220514649022,0.3111580065383508,1
0.6872591908058843,0.3093392697379836,1
0.684798546899505,0.3069856103492731,1
0.6801982126397527,0.3065576722785984,1
0.6767747080743556,0.3065576722785984,1
0.6732442189912898,0.3065576722785984,1
0.669713729908224,0.3066646567962671,1
0.6662902253428269,0.3066646567962671,1
0.6632946588481043,0.3066646567962671,1
0.6610479839770625,0.3066646567962671,1
0.6592292471766953,0.3053808425842431,1
0.6571965413409908,0.3036690903015446,1
0.6546289129169429,0.3020643225365147,1
0.6529171606342443,0.2985338334534489,1
0.652061284492895,0.2938265146760279,1
0.6502425476925279,0.2905099946282994,1
0.6492796870335099,0.2867655365098963,1
0.6482098418568233,0.2832350474268305,1
0.6472469811978053,0.2800255118967706,1
0.6463911050564561,0.2767089918490422,1
0.6447863372914262,0.2712527814479405,1
0.6423471111839942,0.2698619827182479,1
0.6401004363129524,0.2680432459178807,1
0.6387096375832598,0.2654756174938328,1
0.6378537614419105,0.2628010045521163,1
0.6379607459595793,0.25852162384537,1
0.6376397924065733,0.2546701812092982,1
0.6372118543358987,0.2498558779142085,1
0.637425823371236,0.2449345901014501,1
0.636783916265224,0.2406552028648869,1
0.6365699472298867,0.2359478840874659,1
0.6369978853005613,0.2326313640397374,1
0.6350721639825254,0.2326313640397374,1
0.6337883497705015,0.2410831409355615,1
0.632397551040809,0.2487860262077051,1
0.6308997677934476,0.2552050972678247,1
0.6300438916520984,0.2611962302572697,1
0.6278185823414698,0.2630149735874537,1
0.6238601551877294,0.2646197413524835,1
0.6204366506223322,0.2664384781528508,1
0.6175480686452784,0.267615307847206,1
0.6127337653501888,0.2680432459178807,1
0.6099521678908035,0.2667594317058568,1
0.6054588181487198,0.2671873697765314,1
0.60385405038369,0.2703969053065912,1
0.6013934064773108,0.2728575492129704,1
0.6000026077476182,0.2757461311900243,1
0.5970070412528957,0.2783137596140721,1
0.5936905212051672,0.2819512332148066,1
0.5901600321221014,0.2819298350053094,1
0.5871644656273789,0.2823577730759841,1
0.5828850849206325,0.2831066646996647,1
0.5783917351785488,0.2831066646996647,1
0.575182199648489,0.283962540841014,1
0.5737914009187964,0.2823577730759841,1
0.5732564783304531,0.2794691910989303,1
0.5718656796007605,0.279576175616599,1
0.5703678963533994,0.2815018969346348,1
0.5684421750353634,0.28428349439402,1
0.5663024846819902,0.2864231847473932,1
0.5644837478816229,0.2884558905830978,1
0.5624510420459184,0.2915584415954889,1
0.5606323052455512,0.2941260700195367,1
0.5583856303745094,0.2954098842315606,1
0.554106249667763,0.2955168687492293,1
0.549142178495644,0.2962657603729099,1
